,day,dep_delay,distance,plane_age,seats,temp,dewp,humid,wind_dir,wind_speed,wind_gust,precip,pressure,visib,sched_dep_hour,sched_arr_hour
47,1,98.0,2248,2.0,246,42.0,34.0,73.06,10.0,4.60312,5.2971784336,0.0,1017.2,10.0,15.25,18.55
48,1,117.0,740,24.0,162,42.0,34.0,73.06,10.0,4.60312,5.2971784336,0.0,1017.2,10.0,15.866666666666667,17.6
49,3,3.0,944,18.0,20,37.0,27.0,66.82,310.0,9.20624,10.5943568672,0.0,1018.2,10.0,13.0,16.05
50,3,15.0,1028,17.0,20,37.0,27.0,66.82,310.0,9.20624,10.5943568672,0.0,1018.2,10.0,13.666666666666666,16.833333333333332
51,3,31.0,187,13.0,20,37.0,27.0,66.82,310.0,9.20624,10.5943568672,0.0,1018.2,10.0,13.666666666666666,14.866666666666667
52,3,13.0,760,18.0,20,37.0,27.0,66.82,310.0,9.20624,10.5943568672,0.0,1018.2,10.0,13.833333333333334,16.45
53,3,51.0,2248,20.0,200,37.0,27.0,66.82,310.0,9.20624,10.5943568672,0.0,1018.2,10.0,13.5,16.483333333333334
54,3,-8.0,541,10.0,95,37.0,27.0,66.82,310.0,9.20624,10.5943568672,0.0,1018.2,10.0,13.933333333333334,16.116666666666667
55,3,-2.0,2586,8.0,222,37.0,27.0,66.82,310.0,9.20624,10.5943568672,0.0,1018.2,10.0,13.0,16.666666666666668
56,3,23.0,1069,19.0,200,37.0,27.0,66.82,310.0,9.20624,10.5943568672,0.0,1018.2,10.0,13.0,16.166666666666668
57,3,-3.0,2475,26.0,330,37.0,27.0,66.82,310.0,9.20624,10.5943568672,0.0,1018.2,10.0,13.5,16.883333333333333
58,3,139.0,1576,22.0,200,37.0,27.0,66.82,310.0,9.20624,10.5943568672,0.0,1018.2,10.0,13.75,18.483333333333334
59,1,-13.0,1028,12.0,200,42.0,31.0,64.75,240.0,11.5078,13.242946084,0.0,1016.3,10.0,5.5,8.6
60,4,41.0,1990,12.0,200,42.0,22.0,44.63,330.0,23.0156,26.485892168,0.0,1015.0,10.0,20.966666666666665,0.48333333333333334
61,4,-1.0,2475,10.0,379,42.0,22.0,44.63,330.0,23.0156,26.485892168,0.0,1015.0,10.0,20.083333333333332,23.766666666666666
62,4,78.0,2475,7.0,379,42.0,22.0,44.63,330.0,23.0156,26.485892168,0.0,1015.0,10.0,20.333333333333332,23.866666666666667
63,4,-8.0,1990,5.0,222,42.0,22.0,44.63,330.0,23.0156,26.485892168,0.0,1015.0,10.0,20.25,23.866666666666667
64,4,-5.0,266,16.0,95,42.0,22.0,44.63,330.0,23.0156,26.485892168,0.0,1015.0,10.0,20.916666666666668,22.633333333333333
65,4,56.0,1626,18.0,200,42.0,22.0,44.63,330.0,23.0156,26.485892168,0.0,1015.0,10.0,20.4,23.15
66,4,-4.0,301,16.0,95,42.0,22.0,44.63,330.0,23.0156,26.485892168,0.0,1015.0,10.0,20.833333333333332,22.583333333333332
67,4,-5.0,187,4.0,133,42.0,22.0,44.63,330.0,23.0156,26.485892168,0.0,1015.0,10.0,20.983333333333334,22.55
68,4,-9.0,264,11.0,95,42.0,22.0,44.63,330.0,23.0156,26.485892168,0.0,1015.0,10.0,20.916666666666668,22.666666666666668
69,4,-6.0,1074,16.0,200,42.0,22.0,44.63,330.0,23.0156,26.485892168,0.0,1015.0,10.0,20.25,23.333333333333332
70,4,14.0,760,15.0,20,42.0,22.0,44.63,330.0,23.0156,26.485892168,0.0,1015.0,10.0,20.583333333333332,23.233333333333334
71,4,0.0,213,16.0,80,42.0,22.0,44.63,330.0,23.0156,26.485892168,0.0,1015.0,10.0,20.5,22.25
72,4,-7.0,209,9.0,95,42.0,22.0,44.63,330.0,23.0156,26.485892168,0.0,1015.0,10.0,20.666666666666668,22.4
73,4,0.0,2586,9.0,222,42.0,22.0,44.63,330.0,23.0156,26.485892168,0.0,1015.0,10.0,20.333333333333332,23.983333333333334
74,4,201.0,944,17.0,200,42.0,22.0,44.63,330.0,23.0156,26.485892168,0.0,1015.0,10.0,20.633333333333333,23.716666666666665
75,6,3.0,1598,12.0,200,33.0,31.0,92.25,60.0,12.65858,14.5672406924,0.01,1013.3,2.0,22.983333333333334,3.85
77,6,-3.0,1617,13.0,200,33.0,31.0,92.25,60.0,12.65858,14.5672406924,0.01,1013.3,2.0,22.983333333333334,3.8333333333333335
78,6,601.0,187,18.0,20,33.0,31.0,92.25,60.0,12.65858,14.5672406924,0.01,1013.3,2.0,22.583333333333332,23.883333333333333
79,6,48.0,1576,23.0,200,33.0,31.0,92.25,60.0,12.65858,14.5672406924,0.01,1013.3,2.0,22.483333333333334,3.3666666666666667
80,7,150.0,1598,12.0,200,37.0,32.0,81.93,330.0,16.11092,18.5401245176,0.0,1004.7,10.0,20.0,0.8166666666666667
81,7,59.0,760,17.0,20,37.0,32.0,81.93,330.0,16.11092,18.5401245176,0.0,1004.7,10.0,20.483333333333334,23.133333333333333
82,7,14.0,2475,11.0,379,37.0,32.0,81.93,330.0,16.11092,18.5401245176,0.0,1004.7,10.0,20.083333333333332,23.766666666666666
83,7,72.0,1990,7.0,222,37.0,32.0,81.93,330.0,16.11092,18.5401245176,0.0,1004.7,10.0,20.25,23.866666666666667
84,7,175.0,187,13.0,200,37.0,32.0,81.93,330.0,16.11092,18.5401245176,0.0,1004.7,10.0,20.666666666666668,22.05
85,7,0.0,2475,8.0,379,37.0,32.0,81.93,330.0,16.11092,18.5401245176,0.0,1004.7,10.0,20.75,0.43333333333333335
86,7,10.0,944,21.0,200,37.0,32.0,81.93,330.0,16.11092,18.5401245176,0.0,1004.7,10.0,20.5,23.583333333333332
87,7,56.0,187,4.0,133,37.0,32.0,81.93,330.0,16.11092,18.5401245176,0.0,1004.7,10.0,20.983333333333334,22.55
88,7,-4.0,1074,16.0,200,37.0,32.0,81.93,330.0,16.11092,18.5401245176,0.0,1004.7,10.0,20.25,23.333333333333332
89,7,-7.0,483,16.0,80,37.0,32.0,81.93,330.0,16.11092,18.5401245176,0.0,1004.7,10.0,20.483333333333334,22.65
90,7,-3.0,184,17.0,95,37.0,32.0,81.93,330.0,16.11092,18.5401245176,0.0,1004.7,10.0,20.483333333333334,22.033333333333335
91,7,-1.0,189,15.0,95,37.0,32.0,81.93,330.0,16.11092,18.5401245176,0.0,1004.7,10.0,20.483333333333334,21.9
92,7,52.0,1626,19.0,200,37.0,32.0,81.93,330.0,16.11092,18.5401245176,0.0,1004.7,10.0,20.4,23.15
93,7,-11.0,665,11.0,88,37.0,32.0,81.93,330.0,16.11092,18.5401245176,0.0,1004.7,10.0,20.5,23.15
94,1,-3.0,187,17.0,20,41.0,31.0,67.3,250.0,11.5078,13.242946084,0.0,1016.0,10.0,6.0,7.183333333333334
95,1,-3.0,1089,6.0,185,41.0,31.0,67.3,250.0,11.5078,13.242946084,0.0,1016.0,10.0,6.1,9.45
96,1,4.0,760,27.0,178,41.0,31.0,67.3,250.0,11.5078,13.242946084,0.0,1016.0,10.0,6.0,8.616666666666667
97,1,8.0,2586,10.0,379,41.0,31.0,67.3,250.0,11.5078,13.242946084,0.0,1016.0,10.0,6.0,9.716666666666667
98,1,-3.0,541,14.0,162,41.0,31.0,67.3,250.0,11.5078,13.242946084,0.0,1016.0,10.0,6.5,8.633333333333333
99,1,-3.0,427,11.0,88,41.0,31.0,67.3,250.0,11.5078,13.242946084,0.0,1016.0,10.0,6.5,8.466666666666667
100,1,-4.0,1990,25.0,178,41.0,31.0,67.3,250.0,11.5078,13.242946084,0.0,1016.0,10.0,6.666666666666667,10.35
101,1,-4.0,1005,18.0,20,41.0,31.0,67.3,250.0,11.5078,13.242946084,0.0,1016.0,10.0,6.7,9.716666666666667
102,1,13.0,1028,20.0,200,41.0,31.0,67.3,250.0,11.5078,13.242946084,0.0,1016.0,10.0,6.5,9.583333333333334
103,1,-9.0,1069,4.0,246,41.0,31.0,67.3,250.0,11.5078,13.242946084,0.0,1016.0,10.0,6.983333333333333,10.2
104,1,-7.0,1089,1.0,185,41.0,31.0,67.3,250.0,11.5078,13.242946084,0.0,1016.0,10.0,6.966666666666667,10.233333333333333
105,1,-7.0,2422,2.0,246,41.0,31.0,67.3,250.0,11.5078,13.242946084,0.0,1016.0,10.0,6.983333333333333,10.583333333333334
106,1,-2.0,1521,21.0,100,41.0,31.0,67.3,250.0,11.5078,13.242946084,0.0,1016.0,10.0,6.983333333333333,10.266666666666667
107,1,36.0,1598,11.0,379,41.0,31.0,67.3,250.0,11.5078,13.242946084,0.0,1016.0,10.0,6.5,11.25
108,2,-7.0,828,17.0,20,36.0,21.0,54.08,340.0,10.35702,11.9186514756,0.0,1019.9,10.0,15.983333333333333,18.666666666666668
109,2,-5.0,2475,10.0,379,36.0,21.0,54.08,340.0,10.35702,11.9186514756,0.0,1019.9,10.0,15.5,18.816666666666666
110,2,-2.0,2248,2.0,246,36.0,21.0,54.08,340.0,10.35702,11.9186514756,0.0,1019.9,10.0,15.25,18.55
111,2,7.0,760,15.0,200,36.0,21.0,54.08,340.0,10.35702,11.9186514756,0.0,1019.9,10.0,15.5,18.166666666666668
112,2,149.0,187,11.0,20,36.0,21.0,54.08,340.0,10.35702,11.9186514756,0.0,1019.9,10.0,15.0,16.35
113,2,1.0,509,13.0,20,36.0,21.0,54.08,340.0,10.35702,11.9186514756,0.0,1019.9,10.0,15.983333333333333,18.133333333333333
114,2,-6.0,2586,6.0,379,36.0,21.0,54.08,340.0,10.35702,11.9186514756,0.0,1019.9,10.0,15.65,19.333333333333332
115,2,-3.0,209,16.0,95,36.0,21.0,54.08,340.0,10.35702,11.9186514756,0.0,1019.9,10.0,15.833333333333334,17.466666666666665
116,2,-1.0,1089,11.0,222,36.0,21.0,54.08,340.0,10.35702,11.9186514756,0.0,1019.9,10.0,15.166666666666666,18.333333333333332
117,2,28.0,944,17.0,20,36.0,21.0,54.08,340.0,10.35702,11.9186514756,0.0,1019.9,10.0,15.5,18.6
118,2,-2.0,740,16.0,80,36.0,21.0,54.08,340.0,10.35702,11.9186514756,0.0,1019.9,10.0,15.166666666666666,17.1
119,2,0.0,2475,34.0,330,36.0,21.0,54.08,340.0,10.35702,11.9186514756,0.0,1019.9,10.0,15.75,19.15
120,2,44.0,425,10.0,95,36.0,21.0,54.08,340.0,10.35702,11.9186514756,0.0,1019.9,10.0,15.083333333333334,17.2
121,2,-4.0,2586,27.0,178,36.0,21.0,54.08,340.0,10.35702,11.9186514756,0.0,1019.9,10.0,15.916666666666666,19.933333333333334
122,2,-2.0,264,16.0,95,36.0,21.0,54.08,340.0,10.35702,11.9186514756,0.0,1019.9,10.0,15.5,17.216666666666665
123,2,-3.0,228,18.0,95,36.0,21.0,54.08,340.0,10.35702,11.9186514756,0.0,1019.9,10.0,15.0,16.65
124,2,-7.0,340,16.0,80,36.0,21.0,54.08,340.0,10.35702,11.9186514756,0.0,1019.9,10.0,15.166666666666666,17.033333333333335
125,2,-4.0,1990,7.0,222,36.0,21.0,54.08,340.0,10.35702,11.9186514756,0.0,1019.9,10.0,15.166666666666666,18.616666666666667
126,2,-5.0,301,17.0,95,36.0,21.0,54.08,340.0,10.35702,11.9186514756,0.0,1019.9,10.0,15.333333333333334,17.05
127,2,8.0,483,11.0,88,36.0,21.0,54.08,340.0,10.35702,11.9186514756,0.0,1019.9,10.0,15.166666666666666,17.233333333333334
128,2,-4.0,213,16.0,80,36.0,21.0,54.08,340.0,10.35702,11.9186514756,0.0,1019.9,10.0,15.583333333333334,17.283333333333335
129,2,-1.0,266,13.0,20,36.0,21.0,54.08,340.0,10.35702,11.9186514756,0.0,1019.9,10.0,15.583333333333334,16.883333333333333
130,2,-4.0,765,11.0,88,36.0,21.0,54.08,340.0,10.35702,11.9186514756,0.0,1019.9,10.0,15.633333333333333,17.466666666666665
131,2,-7.0,740,20.0,100,36.0,21.0,54.08,340.0,10.35702,11.9186514756,0.0,1019.9,10.0,15.866666666666667,17.6
132,2,-4.0,1626,5.0,222,36.0,21.0,54.08,340.0,10.35702,11.9186514756,0.0,1019.9,10.0,15.983333333333333,18.766666666666666
133,2,56.0,1069,3.0,199,36.0,21.0,54.08,340.0,10.35702,11.9186514756,0.0,1019.9,10.0,15.166666666666666,18.6
134,2,40.0,1028,26.0,189,36.0,21.0,54.08,340.0,10.35702,11.9186514756,0.0,1019.9,10.0,15.866666666666667,18.983333333333334
135,2,38.0,1089,18.0,200,36.0,21.0,54.08,340.0,10.35702,11.9186514756,0.0,1019.9,10.0,15.983333333333333,19.2
136,2,42.0,1069,11.0,379,36.0,21.0,54.08,340.0,10.35702,11.9186514756,0.0,1019.9,10.0,15.983333333333333,19.166666666666668
137,2,5.0,187,17.0,20,39.0,22.0,50.14,320.0,9.20624,10.5943568672,0.0,1016.5,10.0,22.483333333333334,23.783333333333335
138,2,59.0,209,11.0,20,39.0,22.0,50.14,320.0,9.20624,10.5943568672,0.0,1016.5,10.0,22.916666666666668,0.18333333333333332
139,2,-1.0,2586,7.0,379,39.0,22.0,50.14,320.0,9.20624,10.5943568672,0.0,1016.5,10.0,22.333333333333332,1.8833333333333333
140,2,14.0,2475,8.0,379,39.0,22.0,50.14,320.0,9.20624,10.5943568672,0.0,1016.5,10.0,22.5,2.066666666666667
141,2,-7.0,1598,23.0,200,39.0,22.0,50.14,320.0,9.20624,10.5943568672,0.0,1016.5,10.0,22.916666666666668,3.783333333333333
142,2,-15.0,189,11.0,95,39.0,22.0,50.14,320.0,9.20624,10.5943568672,0.0,1016.5,10.0,22.716666666666665,23.983333333333334
143,2,16.0,1617,19.0,200,39.0,22.0,50.14,320.0,9.20624,10.5943568672,0.0,1016.5,10.0,22.983333333333334,3.8333333333333335
144,3,0.0,1028,17.0,20,40.0,26.0,57.01,310.0,10.35702,11.9186514756,0.0,1016.1,10.0,21.25,0.4166666666666667
145,3,-4.0,2475,10.0,379,40.0,26.0,57.01,310.0,10.35702,11.9186514756,0.0,1016.1,10.0,21.0,0.5666666666666667
146,3,49.0,944,21.0,200,40.0,26.0,57.01,310.0,10.35702,11.9186514756,0.0,1016.1,10.0,21.983333333333334,1.05
147,3,25.0,1089,19.0,200,40.0,26.0,57.01,310.0,10.35702,11.9186514756,0.0,1016.1,10.0,21.983333333333334,1.1666666666666667
148,3,-4.0,2248,1.0,246,40.0,26.0,57.01,310.0,10.35702,11.9186514756,0.0,1016.1,10.0,21.416666666666668,0.6
149,3,-1.0,2586,10.0,379,40.0,26.0,57.01,310.0,10.35702,11.9186514756,0.0,1016.1,10.0,21.0,0.85
150,3,-2.0,1598,6.0,222,40.0,26.0,57.01,310.0,10.35702,11.9186514756,0.0,1016.1,10.0,21.166666666666668,2.15
151,3,0.0,1598,11.0,379,40.0,26.0,57.01,310.0,10.35702,11.9186514756,0.0,1016.1,10.0,21.483333333333334,2.283333333333333
152,3,-1.0,760,10.0,222,40.0,26.0,57.01,310.0,10.35702,11.9186514756,0.0,1016.1,10.0,21.166666666666668,23.883333333333333
153,3,0.0,427,11.0,147,40.0,26.0,57.01,310.0,10.35702,11.9186514756,0.0,1016.1,10.0,21.166666666666668,23.033333333333335
154,3,-7.0,1028,20.0,200,40.0,26.0,57.01,310.0,10.35702,11.9186514756,0.0,1016.1,10.0,21.833333333333332,0.9333333333333333
155,3,67.0,301,18.0,20,40.0,26.0,57.01,310.0,10.35702,11.9186514756,0.0,1016.1,10.0,21.983333333333334,23.483333333333334
156,7,-2.0,944,17.0,20,38.0,37.0,96.14,40.0,20.71404,23.8373029512,0.02,1002.1,4.0,8.483333333333333,11.433333333333334
157,7,-8.0,2248,2.0,246,38.0,37.0,96.14,40.0,20.71404,23.8373029512,0.02,1002.1,4.0,8.216666666666667,11.583333333333334
158,7,181.0,1391,2.0,133,38.0,37.0,96.14,40.0,20.71404,23.8373029512,0.02,1002.1,4.0,8.833333333333334,12.35
159,7,-5.0,427,16.0,95,38.0,37.0,96.14,40.0,20.71404,23.8373029512,0.02,1002.1,4.0,8.75,10.833333333333334
160,7,-7.0,765,16.0,80,38.0,37.0,96.14,40.0,20.71404,23.8373029512,0.02,1002.1,4.0,8.166666666666666,10.033333333333333
161,7,-1.0,2586,11.0,379,38.0,37.0,96.14,40.0,20.71404,23.8373029512,0.02,1002.1,4.0,8.416666666666666,12.366666666666667
162,7,-2.0,589,10.0,95,38.0,37.0,96.14,40.0,20.71404,23.8373029512,0.02,1002.1,4.0,8.583333333333334,10.983333333333333
163,7,-5.0,1005,6.0,222,38.0,37.0,96.14,40.0,20.71404,23.8373029512,0.02,1002.1,4.0,8.25,11.416666666666666
164,7,-8.0,828,11.0,95,38.0,37.0,96.14,40.0,20.71404,23.8373029512,0.02,1002.1,4.0,8.666666666666666,11.666666666666666
165,7,-5.0,2454,10.0,379,38.0,37.0,96.14,40.0,20.71404,23.8373029512,0.02,1002.1,4.0,8.5,12.183333333333334
166,7,-6.0,213,9.0,88,38.0,37.0,96.14,40.0,20.71404,23.8373029512,0.02,1002.1,4.0,8.283333333333333,9.983333333333333
167,7,180.0,1598,22.0,200,38.0,37.0,96.14,40.0,20.71404,23.8373029512,0.02,1002.1,4.0,8.483333333333333,13.366666666666667
168,7,15.0,541,8.0,162,38.0,37.0,96.14,40.0,20.71404,23.8373029512,0.02,1002.1,4.0,8.0,10.3
169,7,-8.0,301,17.0,95,38.0,37.0,96.14,40.0,20.71404,23.8373029512,0.02,1002.1,4.0,8.0,9.583333333333334
170,7,98.0,636,16.0,95,38.0,37.0,96.14,40.0,20.71404,23.8373029512,0.02,1002.1,4.0,8.5,11.05
171,7,56.0,740,24.0,162,38.0,37.0,96.14,40.0,20.71404,23.8373029512,0.02,1002.1,4.0,8.983333333333333,10.816666666666666
172,7,86.0,1074,20.0,200,38.0,37.0,96.14,40.0,20.71404,23.8373029512,0.02,1002.1,4.0,8.0,11.1
173,7,-5.0,541,17.0,95,38.0,37.0,96.14,40.0,20.71404,23.8373029512,0.02,1002.1,4.0,8.0,10.3
175,7,-4.0,2475,26.0,330,38.0,37.0,96.14,40.0,20.71404,23.8373029512,0.02,1002.1,4.0,8.5,12.0
176,7,-3.0,740,17.0,80,38.0,37.0,96.14,40.0,20.71404,23.8373029512,0.02,1002.1,4.0,8.75,10.733333333333333
177,7,-3.0,1391,7.0,189,38.0,37.0,96.14,40.0,20.71404,23.8373029512,0.02,1002.1,4.0,8.016666666666667,11.416666666666666
178,7,-4.0,1182,21.0,145,38.0,37.0,96.14,40.0,20.71404,23.8373029512,0.02,1002.1,4.0,8.033333333333333,10.833333333333334
179,7,-6.0,1623,28.0,178,38.0,37.0,96.14,40.0,20.71404,23.8373029512,0.02,1002.1,4.0,8.166666666666666,13.283333333333333
180,7,-1.0,760,18.0,379,38.0,37.0,96.14,40.0,20.71404,23.8373029512,0.02,1002.1,4.0,8.5,11.216666666666667
181,7,-3.0,1626,2.0,246,38.0,37.0,96.14,40.0,20.71404,23.8373029512,0.02,1002.1,4.0,8.666666666666666,11.633333333333333
182,7,17.0,301,17.0,20,38.0,36.0,92.42,10.0,10.35702,11.9186514756,0.01,1001.4,5.0,15.833333333333334,17.35
183,7,-6.0,2475,10.0,379,38.0,36.0,92.42,10.0,10.35702,11.9186514756,0.01,1001.4,5.0,15.5,18.816666666666666
184,7,2.0,427,16.0,80,38.0,36.0,92.42,10.0,10.35702,11.9186514756,0.01,1001.4,5.0,15.1,17.083333333333332
185,7,97.0,2475,33.0,330,38.0,36.0,92.42,10.0,10.35702,11.9186514756,0.01,1001.4,5.0,15.75,19.15
186,7,41.0,760,17.0,20,38.0,36.0,92.42,10.0,10.35702,11.9186514756,0.01,1001.4,5.0,15.566666666666666,18.233333333333334
187,7,29.0,740,16.0,80,38.0,36.0,92.42,10.0,10.35702,11.9186514756,0.01,1001.4,5.0,15.316666666666666,17.233333333333334
188,7,-5.0,2475,7.0,379,38.0,36.0,92.42,10.0,10.35702,11.9186514756,0.01,1001.4,5.0,15.983333333333333,19.366666666666667
189,7,2.0,2586,10.0,379,38.0,36.0,92.42,10.0,10.35702,11.9186514756,0.01,1001.4,5.0,15.833333333333334,19.516666666666666
190,7,21.0,483,16.0,80,38.0,36.0,92.42,10.0,10.35702,11.9186514756,0.01,1001.4,5.0,15.316666666666666,17.416666666666668
191,7,-2.0,1089,8.0,222,38.0,36.0,92.42,10.0,10.35702,11.9186514756,0.01,1001.4,5.0,15.166666666666666,18.333333333333332
192,7,-3.0,483,10.0,88,38.0,36.0,92.42,10.0,10.35702,11.9186514756,0.01,1001.4,5.0,15.166666666666666,17.233333333333334
193,7,99.0,2248,1.0,246,38.0,36.0,92.42,10.0,10.35702,11.9186514756,0.01,1001.4,5.0,15.666666666666666,18.966666666666665
194,7,0.0,2422,1.0,246,38.0,36.0,92.42,10.0,10.35702,11.9186514756,0.01,1001.4,5.0,15.166666666666666,18.75
195,7,14.0,765,17.0,80,38.0,36.0,92.42,10.0,10.35702,11.9186514756,0.01,1001.4,5.0,15.633333333333333,17.466666666666665
